GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC07,HC01_EST_VC08,HC01_EST_VC09,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_EST_VC16,HC01_EST_VC17,HC01_EST_VC36,HC01_EST_VC37,HC01_EST_VC38,HC01_EST_VC39,HC01_EST_VC42,HC01_EST_VC43,HC01_EST_VC44,HC01_EST_VC45,HC01_EST_VC46,HC01_EST_VC47
0400000US12,12,Florida,13317503,5.6,8.3,29.8,21.0,8.9,16.9,9.5,86.1,26.4,27.9,15.5,10.8,5.6,31272,18106,25152,31130,43710,58961
0400000US13,13,Georgia,6323120,5.8,9.5,28.7,21.1,6.9,17.7,10.2,84.7,28.0,31.4,16.7,11.4,4.8,33368,18361,26239,31954,50215,62411
0400000US15,15,Hawaii,938217,4.4,5.2,28.1,22.3,9.9,19.9,10.2,90.4,30.1,18.6,11.4,8.5,4.6,37079,21746,30287,35814,45940,61277
0400000US16,16,Idaho,1000946,4.4,6.8,27.8,27.1,8.8,17.2,7.8,88.8,25.1,24.5,13.2,10.8,5.6,29973,19851,24714,27672,40215,58335
0400000US17,17,Illinois,8509739,5.6,7.1,27.1,21.3,7.4,19.5,12.0,87.3,31.4,24.5,13.0,9.8,4.3,37845,20962,28242,34638,51864,68489
0400000US18,18,Indiana,4258878,4.2,8.6,35.2,20.9,7.9,14.8,8.4,87.2,23.2,26.2,11.9,10.1,3.8,33113,19638,27940,32222,45396,60487
0400000US19,19,Iowa,2026719,3.6,5.5,32.9,21.7,10.6,17.7,8.0,91.0,25.7,22.1,10.1,8.5,3.3,34323,21606,28271,32641,45273,59430
0400000US20,20,Kansas,1850010,4.1,6.1,27.5,24.5,7.6,19.6,10.6,89.8,30.3,24.7,12.3,9.0,3.5,34231,21618,27011,31620,44761,57757
0400000US21,21,Kentucky,2920579,7.2,9.8,33.9,20.5,7.1,12.8,8.8,83.0,21.5,32.1,15.4,12.3,4.3,31585,18498,25981,30932,44240,54213
0400000US22,22,Louisiana,2977813,6.2,11.2,34.1,21.5,5.2,14.6,7.3,82.6,21.8,29.9,15.5,12.2,4.8,33206,19411,27740,31842,47004,56827
0400000US23,23,Maine,943281,3.3,5.6,33.9,20.1,9.2,17.9,10.0,91.1,27.9,25.9,13.8,9.8,4.2,32073,20443,26428,31048,41871,53614
0400000US24,24,Maryland,3922827,4.4,6.9,25.9,19.7,6.3,20.1,16.7,88.7,36.8,20.5,10.3,7.1,2.9,46651,23517,33366,42467,59493,81245
0400000US25,25,Massachusetts,4510714,4.8,5.8,25.8,16.5,7.7,22.3,17.1,89.4,39.4,24.6,11.4,8.4,4.0,44327,22461,32203,39045,55983,72385
0400000US26,26,Michigan,6594586,3.4,7.7,30.4,24.0,8.6,15.9,10.0,88.9,25.9,28.9,15.0,11.6,4.3,33326,17643,25648,31209,48206,67401
0400000US27,27,Minnesota,3562331,3.2,4.7,26.9,22.3,10.3,21.9,10.7,92.1,32.6,26.1,11.0,7.9,3.1,38867,20690,29849,35762,50920,66146
0400000US28,28,Mississippi,1918110,6.4,12.1,30.5,22.7,8.1,12.8,7.3,81.5,20.1,34.2,19.1,14.0,5.2,29941,17938,25071,29394,41133,51820
0400000US29,29,Missouri,4002608,4.1,8.3,31.6,22.8,7.1,16.4,9.8,87.6,26.2,27.0,13.2,10.7,4.3,32599,18767,26721,31437,44126,55999
0400000US30,30,Montana,677947,2.4,5.5,30.1,25.2,8.2,19.7,8.9,92.1,28.7,24.0,13.6,11.7,5.3,30061,18250,24666,28041,36880,51277
0400000US31,31,Nebraska,1195699,4.1,5.4,28.1,24.2,9.5,19.3,9.2,90.5,28.5,23.7,10.5,8.7,3.4,33359,21832,27017,31502,43490,57076
0400000US32,32,Nevada,1816959,6.2,9.2,28.7,26.0,7.5,14.8,7.6,84.6,22.4,22.9,12.7,9.9,5.4,33657,23593,29725,34908,46585,63900
0400000US33,33,New Hampshire,913191,2.7,5.4,29.3,19.2,9.6,21.3,12.4,91.8,33.7,17.0,9.0,7.1,2.8,40485,25006,32503,37318,50702,64642
0400000US34,34,New Jersey,6007746,5.5,6.4,29.0,17.0,6.2,22.2,13.6,88.1,35.8,21.1,10.4,7.4,3.2,45743,22048,32659,41343,61021,83833
0400000US35,35,New Mexico,1347229,7.3,9.0,26.4,23.9,7.5,14.7,11.1,83.6,25.8,33.0,18.1,13.7,5.8,31138,17168,25637,30135,43230,56137
0400000US36,36,New York,13211060,6.8,8.0,27.1,16.4,8.4,18.9,14.3,85.2,33.2,28.3,14.3,10.2,5.1,40188,20073,30062,37214,53875,70867
0400000US37,37,North Carolina,6408022,5.7,9.4,27.0,21.9,8.7,18.0,9.3,84.9,27.3,30.8,15.2,11.3,4.1,32028,17579,25937,31045,45029,59169
0400000US38,38,North Dakota,450429,4.5,4.6,27.1,23.8,12.7,19.6,7.6,90.9,27.2,21.1,10.5,7.6,3.3,35584,22941,29076,34054,42066,57258
0400000US39,39,Ohio,7746520,3.2,8.3,34.7,20.8,7.8,15.8,9.3,88.5,25.2,28.1,12.9,11.0,4.0,34172,18797,27427,32330,48549,63292
0400000US40,40,Oklahoma,2464298,4.6,9.0,31.8,24.2,7.0,15.7,7.7,86.4,23.5,26.9,14.9,11.2,4.2,31760,19656,26277,31144,42736,53372
0400000US41,41,Oregon,2643833,4.0,6.6,24.6,26.9,8.2,18.7,11.0,89.4,29.7,26.9,14.7,12.5,5.8,32035,19187,26252,30543,43861,57928
0400000US42,42,Pennsylvania,8712762,3.7,7.7,37.0,16.5,7.6,16.9,10.7,88.7,27.5,24.7,11.5,8.8,3.7,36447,21014,29018,34605,49661,66359
0400000US44,44,Rhode Island,712241,6.6,8.3,27.2,18.4,8.3,18.9,12.5,85.2,31.3,23.0,12.8,8.7,3.8,39791,22126,30532,36723,52875,69453
0400000US45,45,South Carolina,3118029,5.4,10.0,29.9,20.9,8.7,16.1,9.0,84.5,25.1,31.2,15.9,11.0,4.1,31489,17817,25631,31082,43143,53840
0400000US46,46,South Dakota,537888,4.3,5.3,31.8,22.2,10.2,18.3,7.9,90.4,26.2,26.5,11.4,9.8,4.4,31677,21086,26698,30860,39496,51719
0400000US47,47,Tennessee,4292718,6.1,9.6,33.1,21.1,6.3,15.3,8.5,84.4,23.8,29.9,15.5,10.9,4.1,31705,18154,25674,31497,44225,56105
0400000US48,48,Texas,16080307,9.4,9.4,25.3,22.7,6.5,17.7,8.9,81.2,26.7,29.2,14.8,9.7,4.1,34154,18973,26791,33996,51460,65717
0400000US49,49,Utah,1610602,3.1,6.1,23.6,27.6,9.4,20.3,9.9,90.9,30.3,24.4,11.3,8.6,4.5,34725,21164,28429,31741,44089,64134
0400000US50,50,Vermont,433401,3.0,5.6,30.8,17.3,8.5,21.0,13.8,91.4,34.8,23.7,11.0,9.0,4.2,34734,21514,28732,33250,41097,54150
0400000US51,51,Virginia,5427938,5.1,7.5,25.2,20.1,7.0,20.5,14.7,87.5,35.2,22.3,11.3,7.5,3.0,40978,21145,29338,36429,55683,79335
0400000US53,53,Washington,4575140,4.1,5.9,23.6,25.1,9.5,20.4,11.5,90.0,31.9,26.2,12.5,9.7,4.2,39381,20821,30768,36596,53044,67443
0400000US54,54,West Virginia,1296592,5.9,10.2,40.7,18.5,6.3,11.3,7.1,83.9,18.3,29.8,14.3,11.2,4.2,31105,18942,26404,29727,42342,54410
0400000US55,55,Wisconsin,3827815,3.3,6.2,32.8,21.2,9.6,17.7,9.1,90.4,26.8,24.0,10.7,8.7,3.4,35118,20549,29013,33426,47206,61322
0400000US56,56,Wyoming,376529,2.1,5.5,30.0,27.6,10.1,16.5,8.2,92.4,24.7,19.8,9.6,7.2,4.2,36526,22041,31542,33914,46332,58587
0400000US72,72,Puerto Rico,2438932,19.1,10.0,26.3,12.6,8.9,16.8,6.3,70.9,23.1,61.3,45.3,32.9,13.2,17914,10807,14588,17321,26025,37218
