GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC07,HC01_EST_VC08,HC01_EST_VC09,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_EST_VC16,HC01_EST_VC17,HC01_EST_VC36,HC01_EST_VC37,HC01_EST_VC38,HC01_EST_VC39,HC01_EST_VC42,HC01_EST_VC43,HC01_EST_VC44,HC01_EST_VC45,HC01_EST_VC46,HC01_EST_VC47
0400000US18,18,Indiana,4287819,4.1,8.3,35.0,21.0,8.1,15.1,8.5,87.6,23.6,26.6,12.1,10.4,4.0,33749,20255,28534,32681,45363,60342
0400000US19,19,Iowa,2038942,3.5,5.2,32.5,21.6,10.8,18.0,8.4,91.3,26.4,22.5,10.4,8.7,3.5,35251,22288,28792,33606,45905,60397
0400000US20,20,Kansas,1861894,4.0,6.0,27.2,24.3,7.8,19.9,10.8,90.0,30.7,24.5,12.6,9.3,3.6,34888,22073,27338,32047,45339,57376
0400000US21,21,Kentucky,2939709,7.0,9.5,33.7,20.7,7.3,12.9,8.9,83.5,21.8,32.3,16.1,12.5,4.3,31979,19323,26263,31033,44541,54480
0400000US22,22,Louisiana,3010828,6.1,11.1,33.9,21.4,5.3,14.7,7.4,82.8,22.1,30.8,16.2,12.6,4.9,33812,19807,28123,32131,47451,57218
0400000US23,23,Maine,947959,3.2,5.5,33.5,20.1,9.3,18.3,10.1,91.3,28.4,26.4,14.6,10.2,4.4,32399,20359,26500,31228,41908,53973
0400000US24,24,Maryland,3973193,4.3,6.7,25.7,19.6,6.3,20.3,17.0,89.0,37.3,20.7,10.8,7.4,3.0,46908,24167,33724,42193,60017,81516
0400000US25,25,Massachusetts,4561346,4.9,5.6,25.6,16.3,7.7,22.6,17.4,89.5,40.0,25.4,11.8,8.6,4.2,44926,22886,32528,39221,56708,73350
0400000US26,26,Michigan,6619834,3.3,7.4,30.2,23.9,8.8,16.1,10.3,89.3,26.4,29.3,15.2,11.7,4.5,34045,18138,26097,31463,48570,67178
0400000US27,27,Minnesota,3599228,3.1,4.6,26.4,22.2,10.5,22.3,10.9,92.3,33.2,26.1,11.2,8.1,3.2,39570,21149,30340,36151,51312,66964
0400000US28,28,Mississippi,1929591,6.2,11.9,30.2,22.8,8.5,12.9,7.5,81.9,20.4,33.9,19.2,14.3,5.3,30412,18435,25722,29536,41076,51739
0400000US29,29,Missouri,4028930,3.9,8.1,31.4,22.7,7.2,16.7,10.0,88.0,26.7,27.8,13.6,11.0,4.4,33304,19235,26957,31670,44388,56837
0400000US30,30,Montana,683960,2.2,5.3,29.8,25.3,8.3,19.8,9.2,92.4,29.1,24.4,14.2,11.6,5.3,30486,18384,25118,28572,37247,51520
0400000US31,31,Nebraska,1205229,4.1,5.3,27.8,24.0,9.7,19.6,9.4,90.5,29.0,24.7,10.8,8.6,3.5,34236,21898,27605,32210,43503,57245
0400000US32,32,Nevada,1847920,6.1,9.0,28.7,26.1,7.6,14.9,7.7,84.9,22.5,23.1,13.6,10.4,5.8,33609,23317,29485,34660,45897,62999
0400000US33,33,New Hampshire,919033,2.6,5.4,29.1,18.9,9.6,21.5,12.8,92.0,34.4,17.6,9.1,7.0,3.0,41030,25306,33089,37804,51592,65871
0400000US34,34,New Jersey,6052621,5.4,6.2,28.8,17.0,6.3,22.5,13.8,88.4,36.4,21.9,10.9,7.7,3.4,45785,22030,32820,40951,61179,83346
0400000US35,35,New Mexico,1360013,7.1,8.9,26.3,23.9,7.7,14.8,11.3,84.0,26.1,33.9,18.7,14.5,6.2,31457,17391,25714,30314,43502,56073
0400000US36,36,New York,13329734,6.8,7.9,26.9,16.3,8.5,19.1,14.6,85.4,33.7,28.8,14.9,10.6,5.2,40394,20134,30052,37205,54107,71351
0400000US37,37,North Carolina,6495047,5.5,9.1,26.9,21.9,8.8,18.2,9.5,85.4,27.8,31.0,15.6,11.7,4.3,32421,17990,26113,31193,45122,58981
0400000US38,38,North Dakota,458527,4.1,4.5,27.4,23.6,13.0,19.6,7.7,91.3,27.3,21.4,10.4,7.6,3.5,36781,24534,30747,35270,42840,58915
0400000US39,39,Ohio,7781111,3.2,8.0,34.5,20.7,8.1,16.1,9.5,88.8,25.6,28.8,13.2,11.3,4.0,34831,19192,27921,32690,48930,63842
0400000US40,40,Oklahoma,2489023,4.5,8.8,31.7,24.0,7.1,15.9,7.9,86.7,23.8,27.4,15.1,11.3,4.3,32342,20041,26773,31604,43129,53869
0400000US41,41,Oregon,2677376,4.1,6.5,24.5,26.6,8.2,18.9,11.2,89.5,30.1,27.5,15.6,13.1,6.1,32352,19471,26351,30643,43859,58503
0400000US42,42,Pennsylvania,8764740,3.6,7.4,36.8,16.4,7.7,17.1,11.0,89.0,28.1,25.1,11.9,9.2,3.9,36898,21116,29408,35002,49972,66671
0400000US44,44,Rhode Island,716161,6.3,8.3,27.4,18.4,8.3,18.8,12.6,85.4,31.4,24.4,13.2,9.7,3.9,39708,22269,30757,36686,52493,69609
0400000US45,45,South Carolina,3163095,5.2,9.8,30.0,21.0,8.7,16.2,9.2,85.0,25.3,31.4,16.4,11.3,4.3,31789,18256,25698,31241,43661,54167
0400000US46,46,South Dakota,544604,4.1,5.2,31.5,22.0,10.5,18.7,8.0,90.7,26.7,26.5,11.9,9.6,4.5,32396,21077,27304,31525,40007,51044
0400000US47,47,Tennessee,4336243,5.9,9.2,33.1,21.0,6.5,15.6,8.8,84.9,24.4,30.2,15.9,11.1,4.2,32047,18643,25823,31642,44295,56135
0400000US48,48,Texas,16426730,9.3,9.2,25.2,22.7,6.6,17.9,9.1,81.6,27.1,29.4,15.0,10.0,4.2,34913,19420,27072,34540,51770,66571
0400000US49,49,Utah,1642728,3.0,6.0,23.3,27.6,9.5,20.5,10.2,91.0,30.6,24.1,11.3,8.8,4.6,35208,21669,29114,31990,44412,64877
0400000US50,50,Vermont,434995,2.9,5.5,30.6,17.5,8.4,21.2,14.0,91.6,35.2,24.1,11.3,9.2,4.3,35155,22157,29129,33239,41481,54834
0400000US51,51,Virginia,5501125,4.9,7.2,25.0,20.0,7.1,20.7,15.0,87.9,35.8,22.6,11.6,7.9,3.2,41263,21618,29421,36525,55637,79473
0400000US53,53,Washington,4645804,4.1,5.8,23.3,24.9,9.7,20.6,11.7,90.2,32.3,26.1,13.0,10.1,4.3,39723,21298,31003,36401,53536,68710
0400000US54,54,West Virginia,1298614,5.5,10.0,40.9,18.4,6.4,11.6,7.2,84.4,18.7,29.7,14.7,12.0,4.6,31582,19675,26843,30125,42190,54114
0400000US55,55,Wisconsin,3850995,3.2,6.0,32.4,21.1,9.9,18.1,9.3,90.8,27.4,24.5,11.0,8.9,3.6,35729,21068,29470,33785,47495,61543
0400000US56,56,Wyoming,381098,2.1,5.6,29.4,27.4,10.4,16.8,8.3,92.3,25.1,19.9,10.2,7.4,4.1,37006,23347,31870,34571,46095,59420
0400000US72,72,Puerto Rico,2431475,18.2,9.8,26.8,12.5,9.1,17.0,6.6,71.9,23.6,61.8,46.1,33.7,13.6,18262,10891,14902,17373,26135,36955
