GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC06,HC01_EST_VC07,HC01_EST_VC08,HC01_EST_VC09,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_EST_VC15,HC01_EST_VC29,HC01_EST_VC30,HC01_EST_VC31,HC01_EST_VC32,HC01_EST_VC34,HC01_EST_VC35,HC01_EST_VC36,HC01_EST_VC37,HC01_EST_VC38,HC01_EST_VC39
0400000US12,12,Florida,12532280,5.7,9.4,30.5,20.4,8.4,16.6,9.0,84.9,25.6,23.1,12.0,7.9,4.5,31375,18851,25629,31910,43028,56563
0400000US13,13,Georgia,6031157,6.2,10.8,29.7,19.7,6.4,17.5,9.6,82.9,27.1,27.2,13.1,8.2,3.5,33148,19091,26654,32701,47873,60103
0400000US15,15,Hawaii,865527,5.0,5.6,29.3,21.2,9.8,19.5,9.7,89.5,29.2,15.9,9.3,7.1,4.4,35834,22185,29117,34902,44454,58448
0400000US16,16,Idaho,926767,4.5,7.8,29.3,26.3,8.4,16.4,7.4,87.7,23.7,21.9,11.4,8.6,4.1,29299,19182,25037,28065,39874,54969
0400000US17,17,Illinois,8309322,6.3,8.0,28.1,20.6,7.2,18.6,11.2,85.7,29.8,22.0,11.0,7.8,3.6,36603,20686,28326,34729,49794,64411
0400000US18,18,Indiana,4118786,4.4,9.8,36.5,20.1,7.2,14.0,7.9,85.7,21.9,22.3,10.0,7.7,3.2,32224,20125,27727,32215,43951,57098
0400000US19,19,Iowa,1948253,4.1,6.3,34.9,21.1,9.5,16.8,7.4,89.6,24.2,20.3,8.7,6.9,2.9,31901,19801,27055,31104,41680,54166
0400000US20,20,Kansas,1775427,4.2,6.8,29.5,23.5,7.2,19.0,9.8,89.0,28.8,22.8,10.3,7.3,3.0,32422,20383,26063,30669,43208,53667
0400000US21,21,Kentucky,2825618,8.5,11.2,34.5,19.2,6.5,11.9,8.1,80.3,20.0,30.5,13.9,9.6,3.4,30240,17739,25502,30470,42147,50781
0400000US22,22,Louisiana,2814791,7.1,12.4,34.9,20.3,4.6,13.8,6.8,80.5,20.6,29.3,14.4,9.7,3.8,30936,17895,25847,30606,42728,53313
0400000US23,23,Maine,918299,4.0,6.7,35.5,18.8,8.9,17.1,9.0,89.4,26.1,25.0,11.7,8.4,3.8,30668,19724,25710,30306,38991,50514
0400000US24,24,Maryland,3738604,4.3,8.2,26.8,19.3,6.3,19.6,15.6,87.5,35.2,18.2,8.3,5.2,2.4,43629,22873,32587,41459,55383,74383
0400000US25,25,Massachusetts,4416135,4.9,6.7,27.2,15.8,7.6,21.7,16.1,88.4,37.8,22.2,10.2,7.1,3.7,41716,22877,32053,37629,52544,66605
0400000US26,26,Michigan,6611617,3.7,8.9,31.8,23.1,8.0,15.2,9.3,87.4,24.5,25.1,12.7,9.1,3.5,33511,18496,26168,32419,47940,65538
0400000US27,27,Minnesota,3403202,3.6,5.2,28.1,22.3,9.5,21.2,10.0,91.1,31.2,22.3,9.4,6.2,2.8,36997,20541,29120,35174,48011,61998
0400000US28,28,Mississippi,1842950,7.5,13.6,31.2,21.2,7.5,12.4,6.7,78.9,19.1,32.9,17.2,11.6,4.3,27819,17793,23450,28242,39397,50277
0400000US29,29,Missouri,3883907,4.9,9.5,33.0,21.6,6.4,15.6,9.0,85.6,24.6,24.4,11.5,8.4,3.4,31443,18519,25838,31181,42305,52551
0400000US30,30,Montana,633088,3.2,6.4,31.9,23.8,7.6,18.7,8.3,90.4,27.0,23.3,12.1,10.5,5.2,27105,17175,23436,25819,34207,45323
0400000US31,31,Nebraska,1131193,4.3,6.1,30.3,23.4,8.9,18.5,8.5,89.7,27.1,20.7,9.6,7.7,3.3,31235,21341,25695,30170,40903,52299
0400000US32,32,Nevada,1664181,6.5,9.8,29.9,25.1,7.3,14.3,7.2,83.7,21.5,17.1,9.2,6.9,4.3,34478,24160,30375,36267,45592,60086
0400000US33,33,New Hampshire,889457,3.0,6.5,30.2,18.7,9.2,20.9,11.6,90.5,32.4,16.4,7.3,5.7,2.7,37885,25018,31108,35817,47316,61222
0400000US34,34,New Jersey,5842758,5.6,7.6,29.9,16.6,6.2,21.5,12.7,86.8,34.1,18.6,8.6,5.7,2.7,43568,22057,32805,40716,57334,79464
0400000US35,35,New Mexico,1259126,8.0,9.9,27.4,22.5,7.1,14.5,10.6,82.1,25.1,30.9,15.2,10.6,4.8,28987,16587,24070,28784,41180,53264
0400000US36,36,New York,13047684,7.0,8.8,28.6,15.6,8.1,18.2,13.6,84.2,31.8,26.0,12.4,8.7,4.5,37847,19939,28917,35850,51349,65570
0400000US37,37,North Carolina,5940248,6.3,10.7,28.6,20.4,8.2,17.3,8.5,83.0,25.8,26.4,13.0,8.9,3.3,30940,18218,25455,30557,43545,56266
0400000US38,38,North Dakota,408469,6.0,5.2,28.5,22.9,11.8,19.1,6.5,88.7,25.6,21.5,10.0,7.0,3.3,30882,18611,25367,29759,37558,50782
0400000US39,39,Ohio,7671550,3.5,9.7,36.3,19.8,7.1,15.0,8.6,86.8,23.6,24.2,11.2,8.7,3.5,32657,18848,27040,32196,45895,59055
0400000US40,40,Oklahoma,2324261,5.0,10.2,32.7,23.0,6.7,15.1,7.3,84.8,22.4,26.1,14.0,9.9,3.9,29688,18169,24234,29429,39827,50563
0400000US41,41,Oregon,2506582,4.3,7.5,26.0,26.1,8.0,18.1,10.2,88.3,28.3,22.5,12.4,9.8,5.0,31581,18993,26266,30787,42050,54084
0400000US42,42,Pennsylvania,8510688,4.1,9.1,38.1,15.6,7.2,16.1,9.9,86.9,26.0,21.9,10.3,7.4,3.4,34120,20338,27631,33510,46637,62321
0400000US44,44,Rhode Island,713722,7.0,9.6,28.7,17.2,7.7,18.2,11.5,83.4,29.8,21.5,9.8,6.6,3.3,36962,22389,30377,35613,48905,64377
0400000US45,45,South Carolina,2915965,6.2,11.6,31.5,19.1,8.2,15.3,8.2,82.2,23.5,27.8,13.7,8.3,3.6,30313,18140,25297,30783,41674,52135
0400000US46,46,South Dakota,513787,5.1,6.1,33.3,21.6,9.4,17.6,7.0,88.8,24.6,26.0,11.0,8.6,3.3,29033,18433,24813,28409,36166,47236
0400000US47,47,Tennessee,4110195,7.1,11.1,33.5,20.1,5.8,14.6,7.8,81.8,22.4,28.1,13.4,8.8,3.4,30276,18408,25098,30812,42705,53766
0400000US48,48,Texas,14722918,10.3,10.4,26.2,21.5,6.2,17.0,8.3,79.3,25.4,27.6,13.4,8.5,3.8,31815,17913,25650,32643,48268,61492
0400000US49,49,Utah,1485345,3.1,6.5,25.4,27.0,9.2,19.5,9.3,90.4,28.7,18.7,9.1,6.5,3.7,32803,20930,27296,31096,42133,60596
0400000US50,50,Vermont,421096,3.5,6.3,32.3,16.5,8.4,20.1,12.8,90.1,32.9,22.2,9.5,7.6,3.9,32239,20698,27231,31374,38837,50090
0400000US51,51,Virginia,5092358,5.5,8.7,26.3,19.4,6.6,19.8,13.6,85.8,33.4,21.1,9.3,5.8,2.5,38656,20989,28783,35896,52686,74225
0400000US53,53,Washington,4289438,4.0,6.6,24.6,24.7,9.3,19.9,10.9,89.4,30.8,22.7,11.1,8.3,3.8,37162,20355,29911,35293,49872,61838
0400000US54,54,West Virginia,1253685,6.9,11.5,41.4,17.3,5.7,10.4,6.7,81.6,17.1,27.9,13.6,10.4,4.1,28461,18017,24264,28308,39597,49607
0400000US55,55,Wisconsin,3693307,3.8,7.2,34.3,20.5,8.8,17.0,8.4,89.0,25.5,20.5,8.9,6.6,3.0,33896,20892,28402,33212,44581,57236
0400000US56,56,Wyoming,339475,2.7,6.3,31.9,26.6,9.3,15.6,7.7,91.1,23.2,17.2,7.7,6.3,2.8,32412,20050,28312,30864,41465,52444
0400000US72,72,Puerto Rico,2541713,22.5,10.8,24.9,12.2,8.6,15.6,5.4,66.7,21.0,62.0,44.1,29.7,11.4,16592,10285,13077,16589,25238,36074
