"","x.state","x.rfbmi5","se","Year"
"1",1,0.681724886395449,0.00892507179060011,"2013"
"2",2,0.660565373872149,0.0103867617666333,"2013"
"3",4,0.618240046407748,0.0136970943643953,"2013"
"4",5,0.698915697507976,0.00946908625188745,"2013"
"5",6,0.601279842594762,0.00670950207831956,"2013"
"6",8,0.563566803348734,0.00577800014326378,"2013"
"7",9,0.62548850030271,0.00847091806802435,"2013"
"8",10,0.64568671734255,0.00970824086385386,"2013"
"9",11,0.537634112897372,0.0121675138099031,"2013"
"10",12,0.627720951858025,0.00609641877741672,"2013"
"11",13,0.656939756619402,0.00767823566261086,"2013"
"12",15,0.553539268835755,0.00839465089480346,"2013"
"13",16,0.649408912742783,0.00966153292389913,"2013"
"14",17,0.647199430935009,0.00931067289532564,"2013"
"15",18,0.672636465608738,0.0065064114331507,"2013"
"16",19,0.670080766193099,0.00739009324471758,"2013"
"17",20,0.653054378971982,0.00410554047714379,"2013"
"18",21,0.672783699137029,0.00729848974709188,"2013"
"19",22,0.673684958019006,0.0110389809256452,"2013"
"20",23,0.648371541315733,0.0073128174621217,"2013"
"21",24,0.641467088060576,0.00704064276488748,"2013"
"22",25,0.580045318289921,0.0067239986680337,"2013"
"23",26,0.662215057735821,0.00601190191940277,"2013"
"24",27,0.610742038712151,0.00786055603599734,"2013"
"25",28,0.69273906040503,0.00843492501735829,"2013"
"26",29,0.654920745799478,0.00876323241806518,"2013"
"27",30,0.613590431195531,0.00723331051960806,"2013"
"28",31,0.654668949099136,0.00635910331092896,"2013"
"29",32,0.648667898408905,0.0126410606893192,"2013"
"30",33,0.617654663883104,0.00859037326069036,"2013"
"31",34,0.627960542809189,0.00670017640549245,"2013"
"32",35,0.626767547973627,0.0078064781702202,"2013"
"33",36,0.613072864617203,0.00722618755160503,"2013"
"34",37,0.660905443950298,0.00719362761443219,"2013"
"35",38,0.675526068749394,0.00807588257780658,"2013"
"36",39,0.650658676026724,0.00689886287527224,"2013"
"37",40,0.679012406156596,0.00707000906498952,"2013"
"38",41,0.598608001779182,0.00883676987864746,"2013"
"39",42,0.64530595661039,0.00630087505645316,"2013"
"40",44,0.645629429166409,0.00872555068933963,"2013"
"41",45,0.664719318915849,0.00681165410387497,"2013"
"42",46,0.669750602331632,0.00993413853769933,"2013"
"43",47,0.684217836791239,0.00910194755624898,"2013"
"44",48,0.661234572000985,0.00753453592900992,"2013"
"45",49,0.591647870629879,0.00590755222677316,"2013"
"46",50,0.618633877892721,0.00838376742884507,"2013"
"47",51,0.640156317625897,0.00755628955757981,"2013"
"48",53,0.614218716191794,0.00661330028576108,"2013"
"49",54,0.68785255253812,0.00763407945200314,"2013"
"50",55,0.664994316594251,0.00985376572675109,"2013"
"51",56,0.644133722881488,0.0089738276163366,"2013"
