"","x.state","x.rfbmi5","se","Year"
"1",1,0.686670371502581,0.00770356061633146,"2015"
"2",2,0.672198505487325,0.0132431379304956,"2015"
"3",4,0.653162126770085,0.00845436379901538,"2015"
"4",5,0.694907161326945,0.0119107808572079,"2015"
"5",6,0.603465001375705,0.00597558152843683,"2015"
"6",8,0.566105451873028,0.00713979392700619,"2015"
"7",9,0.616437506269897,0.00687544493546138,"2015"
"8",10,0.668449510331156,0.0113784432403312,"2015"
"9",11,0.543558274958687,0.0169311132404587,"2015"
"10",12,0.640624566699728,0.00739045732045898,"2015"
"11",13,0.654695309626419,0.0102142160101714,"2015"
"12",15,0.569788314518234,0.00850375946711679,"2015"
"13",16,0.651751761023962,0.0100698242356843,"2015"
"14",17,0.662204216418854,0.00881340399915278,"2015"
"15",18,0.665103081043596,0.0095559322658797,"2015"
"16",19,0.666573968504526,0.00872300553795252,"2015"
"17",20,0.68029630902225,0.00417182885349113,"2015"
"18",21,0.671569838142597,0.00898168920403279,"2015"
"19",22,0.692392399290937,0.0095801482111911,"2015"
"20",23,0.665438104279611,0.00759349901325466,"2015"
"21",24,0.64984147441723,0.00976520851444605,"2015"
"22",25,0.596810773439111,0.00756414543881249,"2015"
"23",26,0.662351130205616,0.00661926351823711,"2015"
"24",27,0.628452110296651,0.00507751162310139,"2015"
"25",28,0.700826485216725,0.00914015959049343,"2015"
"26",29,0.662608408879451,0.00851046538239747,"2015"
"27",30,0.609574878949515,0.0097293674071562,"2015"
"28",31,0.670145122584202,0.00606231581701316,"2015"
"29",32,0.64673158915827,0.0146993363858932,"2015"
"30",33,0.636410283854198,0.00909417531401289,"2015"
"31",34,0.633931740709947,0.00785880061245898,"2015"
"32",35,0.644852802384016,0.009610414361629,"2015"
"33",36,0.595402052091002,0.00639169857427409,"2015"
"34",37,0.658408011322307,0.00761618841151999,"2015"
"35",38,0.669678905615893,0.0097271386329666,"2015"
"36",39,0.664602656512652,0.00786257047245225,"2015"
"37",40,0.68934446648095,0.00873694984961017,"2015"
"38",41,0.645214133731684,0.00877940359172606,"2015"
"39",42,0.662361401604307,0.00886091596862006,"2015"
"40",44,0.626495545819561,0.00988580309723926,"2015"
"41",45,0.661826789717297,0.00662946002564936,"2015"
"42",46,0.644647452052095,0.0106533948458792,"2015"
"43",47,0.686741079096092,0.00999200527113132,"2015"
"44",48,0.686511696422346,0.0077650885448883,"2015"
"45",49,0.596460082491631,0.006164545775951,"2015"
"46",50,0.598587932180262,0.0085062890725776,"2015"
"47",51,0.641087137388237,0.00751478310180754,"2015"
"48",53,0.62535724025644,0.00574185207019558,"2015"
"49",54,0.71105849957508,0.00731110119028179,"2015"
"50",55,0.660015513434307,0.00915830735407221,"2015"
"51",56,0.654406236146531,0.0110373366944665,"2015"
