"","x.state","x.rfbmi5","se","Year"
"1",1,0.695479107375396,0.0078692204340167,"2016"
"2",2,0.666554776023283,0.0147777652670662,"2016"
"3",4,0.632460108152481,0.00850826584771328,"2016"
"4",5,0.682172043281383,0.012415218663255,"2016"
"5",6,0.61024749157588,0.00632567218167988,"2016"
"6",8,0.580989265596168,0.0057725288198117,"2016"
"7",9,0.61843332129631,0.00715200238765728,"2016"
"8",10,0.679892226327097,0.0113089963497547,"2016"
"9",11,0.534208075301093,0.0113526762517476,"2016"
"10",12,0.632219367988597,0.00566441968347759,"2016"
"11",13,0.657791587239755,0.00928884054052891,"2016"
"12",15,0.576194451884129,0.0081164591607832,"2016"
"13",16,0.644977387875415,0.0102962564502462,"2016"
"14",17,0.650385092627605,0.00892779092695692,"2016"
"15",18,0.671784326582249,0.00709386629368017,"2016"
"16",19,0.686829693281115,0.0075765271971855,"2016"
"17",20,0.667235783288773,0.00592083028681198,"2016"
"18",21,0.690787746543646,0.0074978192220573,"2016"
"19",22,0.692314847833294,0.010883316472989,"2016"
"20",23,0.651844166191812,0.00778695268803584,"2016"
"21",24,0.645916156456834,0.00612154593047493,"2016"
"22",25,0.602363598293454,0.00797187290665946,"2016"
"23",26,0.674925522592267,0.00579237622821488,"2016"
"24",27,0.647501858790737,0.00476153859895006,"2016"
"25",28,0.713043187544926,0.00913751033852048,"2016"
"26",29,0.672396758015646,0.00916133172080835,"2016"
"27",30,0.627364536391682,0.00965339124396532,"2016"
"28",31,0.68542936929935,0.00646086717711203,"2016"
"29",32,0.622816191445403,0.0115053862469427,"2016"
"30",33,0.634808822856743,0.00944962971203616,"2016"
"31",34,0.638090485763598,0.00941059528845329,"2016"
"32",35,0.649467085623704,0.00990258073149474,"2016"
"33",36,0.608285023077871,0.00590574798358665,"2016"
"34",37,0.668479650791755,0.00757886525111984,"2016"
"35",38,0.681077234818274,0.0088148215092845,"2016"
"36",39,0.66256914839815,0.00707462784043636,"2016"
"37",40,0.687607740405124,0.00799375731027791,"2016"
"38",41,0.626201113242781,0.00812064432018861,"2016"
"39",42,0.654274732398735,0.00799205948048547,"2016"
"40",44,0.637137998118116,0.0104287084937579,"2016"
"41",45,0.674075529592213,0.00683356812176138,"2016"
"42",46,0.668874213872561,0.0116397718574798,"2016"
"43",47,0.686055119321779,0.00899562038409887,"2016"
"44",48,0.684114234182283,0.00870828971823007,"2016"
"45",49,0.60374049608104,0.00685762103907263,"2016"
"46",50,0.617462702662274,0.00895562211551394,"2016"
"47",51,0.654527403578278,0.00698924046589656,"2016"
"48",53,0.634566609918193,0.00565907761629577,"2016"
"49",54,0.709457258277722,0.0067933158852763,"2016"
"50",55,0.662445023307808,0.00976852498073703,"2016"
"51",56,0.64245264469265,0.0116811328373303,"2016"
